Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount
ORD00437,2025-10-04,CUST0085,PROD0016,2,1320,25
ORD00438,2025-04-02,CUST0016,PROD0009,5,565,15
ORD00439,2025-04-25,CUST0017,PROD0032,1,2541,0
ORD00440,2025-12-11,CUST0060,PROD0028,5,1841,15
ORD00441,2025-04-28,CUST0049,PROD0047,2,1984,15
ORD00442,2025-05-22,CUST0020,PROD0035,2,16002,25
ORD00443,2025-12-05,CUST0005,PROD0036,4,1049,20
ORD00444,2025-04-16,CUST0031,PROD0019,1,3133,0
ORD00445,2025-08-17,CUST0005,PROD0013,5,5028,25
ORD00446,2025-05-06,CUST0007,PROD0016,1,1320,15
ORD00447,2025-10-04,CUST0030,PROD0047,2,1984,0
ORD00448,2025-05-29,CUST0065,PROD0002,2,9364,25
ORD00449,2025-10-23,CUST0041,PROD0027,5,1426,25
ORD00450,2025-06-04,CUST0031,PROD0028,2,1841,25
ORD00451,2025-07-31,CUST0029,PROD0026,3,2930,10
ORD00452,2025-10-30,CUST0072,PROD0016,2,1320,25
ORD00453,2025-10-12,CUST0055,PROD0037,4,1794,0
ORD00454,2025-12-10,CUST0083,PROD0041,4,1130,20
ORD00455,2025-08-02,CUST0090,PROD0014,4,3243,5
ORD00456,2025-04-05,CUST0049,PROD0033,5,2017,15
ORD00457,2025-06-03,CUST0029,PROD0007,2,1180,15
ORD00458,2025-07-31,CUST0072,PROD0002,4,9364,20
ORD00459,2025-07-18,CUST0018,PROD0028,2,1841,10
ORD00460,2025-11-28,CUST0043,PROD0010,1,54774,15
ORD00461,2025-10-02,CUST0012,PROD0006,2,10774,0
ORD00462,2025-12-11,CUST0049,PROD0011,5,1271,20
ORD00463,2025-04-07,CUST0010,PROD0043,5,1169,25
ORD00464,2025-04-22,CUST0072,PROD0039,4,1124,5
ORD00465,2025-01-08,CUST0039,PROD0043,2,1169,5
ORD00466,2025-09-03,CUST0016,PROD0038,2,5072,25
ORD00467,2025-04-15,CUST0091,PROD0037,4,1794,5
ORD00468,2025-05-25,CUST0042,PROD0013,4,5028,15
ORD00469,2025-07-03,CUST0084,PROD0003,3,2375,10
ORD00470,2025-09-12,CUST0066,PROD0035,4,16002,0
ORD00471,2025-06-13,CUST0061,PROD0032,2,2541,10
ORD00472,2025-01-24,CUST0053,PROD0042,5,1201,5
ORD00473,2025-01-09,CUST0019,PROD0049,3,1159,20
ORD00474,2025-08-02,CUST0075,PROD0014,3,3243,5
ORD00475,2025-04-28,CUST0043,PROD0040,4,36746,20
ORD00476,2025-10-09,CUST0064,PROD0049,3,1159,10
ORD00477,2025-11-25,CUST0093,PROD0020,4,1362,15
ORD00478,2025-06-30,CUST0094,PROD0023,2,6771,5
ORD00479,2025-09-08,CUST0070,PROD0035,2,16002,20
ORD00480,2025-09-26,CUST0008,PROD0007,1,1180,0
ORD00481,2025-01-04,CUST0007,PROD0045,4,1693,5
ORD00482,2025-02-04,CUST0030,PROD0016,2,1320,0
ORD00483,2025-08-22,CUST0065,PROD0003,3,2375,0
ORD00484,2025-12-08,CUST0082,PROD0016,5,1320,15
ORD00485,2025-01-09,CUST0063,PROD0019,1,3133,20
ORD00486,2025-01-07,CUST0053,PROD0042,1,1201,20
ORD00487,2025-10-02,CUST0036,PROD0014,3,3243,0
ORD00488,2025-12-12,CUST0090,PROD0008,4,16069,5
ORD00489,2025-09-26,CUST0013,PROD0011,2,1271,5
ORD00490,2025-09-27,CUST0080,PROD0036,3,1049,10
ORD00491,2025-02-10,CUST0051,PROD0024,3,5163,15
ORD00492,2025-05-05,CUST0073,PROD0016,2,1320,10
ORD00493,2025-12-01,CUST0011,PROD0011,1,1271,0
ORD00494,2025-07-13,CUST0049,PROD0026,5,2930,15
ORD00495,2025-01-05,CUST0082,PROD0007,2,1180,0
ORD00496,2025-11-27,CUST0056,PROD0013,3,5028,20
ORD00497,2025-01-22,CUST0068,PROD0045,2,1693,5
ORD00498,2025-09-01,CUST0073,PROD0005,3,2921,0
ORD00499,2025-05-24,CUST0088,PROD0038,5,5072,20
ORD00500,2025-04-02,CUST0005,PROD0050,3,661,0
